online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type)
Yes,No,4.0/5,105,Frazer Town,Casual Dining,"North Indian, Chinese, Mughlai, Kebab",500,Delivery
Yes,No,3.2/5,4,Kammanahalli,"Dessert Parlor, Bakery","Ice Cream, Desserts, Bakery",200,Delivery
Yes,No,3.7/5,17,Ulsoor,Quick Bites,Burmese,300,Delivery
Yes,Yes,4.3/5,2840,Residency Road,"Casual Dining, Cafe","Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",800,Delivery
Yes,No,4.3/5,1707,Church Street,Lounge,"Continental, Mediterranean, European","1,300",Delivery
Yes,No,3.0/5,114,Frazer Town,Delivery,"North Indian, Chinese",500,Delivery
Yes,No,3.9/5,28,Kammanahalli,Quick Bites,"North Indian, Continental",400,Delivery
Yes,No,3.9/5,205,St. Marks Road,Casual Dining,"North Indian, Chinese, Fast Food",500,Delivery
Yes,No,4.2/5,1766,St. Marks Road,Casual Dining,"Continental, American",750,Delivery
Yes,No,3.6/5,18,Kammanahalli,Quick Bites,"Fast Food, Burger",200,Delivery
Yes,No,4.2/5,255,Vasanth Nagar,Cafe,"Cafe, Continental, Fast Food",500,Delivery
Yes,Yes,3.9/5,96,Brigade Road,"Casual Dining, Bar","Mughlai, North Indian, Desserts","1,300",Delivery
Yes,No,3.7/5,41,Frazer Town,Quick Bites,"Fast Food, Burger",200,Delivery
Yes,No,3.9/5,450,Frazer Town,Casual Dining,"Arabian, Middle Eastern",700,Delivery
Yes,No,3.5/5,86,RT Nagar,Casual Dining,"Chinese, North Indian",500,Delivery
Yes,No,3.5/5,126,Frazer Town,Casual Dining,"Chinese, Momos",700,Delivery
Yes,No,NEW,0,Brigade Road,Quick Bites,"South Indian, Biryani",200,Delivery
Yes,No,3.1/5,21,Frazer Town,Dessert Parlor,"Ice Cream, Desserts",250,Delivery
Yes,No,4.3/5,654,Cunningham Road,"Cafe, Dessert Parlor","Cafe, Desserts",750,Delivery
Yes,Yes,4.1/5,836,Kammanahalli,Cafe,"Cafe, Italian, Pizza, Beverages, Desserts",800,Delivery
Yes,Yes,4.2/5,982,Ulsoor,"Casual Dining, Bar","Goan, Mangalorean, Pizza","1,000",Delivery
Yes,No,NEW,0,MG Road,Casual Dining,"Biryani, Chinese, North Indian, South Indian",800,Delivery
Yes,No,,0,Shivajinagar,Quick Bites,"North Indian, Chinese, Kebab",300,Delivery
Yes,No,3.7/5,21,Indiranagar,"Quick Bites, Beverage Shop","Fast Food, Street Food, Beverages",300,Delivery
Yes,Yes,4.0/5,1913,MG Road,Casual Dining,"Thai, Japanese, Korean, Burmese, Chinese","2,100",Delivery
Yes,No,3.9/5,119,Frazer Town,Casual Dining,"Continental, Chinese, Steak","1,000",Delivery
Yes,No,3.7/5,184,Brigade Road,Quick Bites,"Burger, Fast Food",500,Delivery
Yes,Yes,4.4/5,487,St. Marks Road,"Bar, Casual Dining",Modern Indian,"1,900",Delivery
Yes,No,,0,Frazer Town,Dessert Parlor,Desserts,250,Delivery
Yes,No,3.9/5,148,Brigade Road,Food Court,"Bakery, Desserts, Beverages",450,Delivery
Yes,No,3.1/5,31,Frazer Town,Cafe,"Cafe, Fast Food",900,Delivery
Yes,No,4.1/5,42,Church Street,Dessert Parlor,"Desserts, Ice Cream",150,Delivery
Yes,No,3.8/5,47,Banaswadi,"Sweet Shop, Quick Bites","Mithai, Street Food",150,Delivery
Yes,No,3.0/5,110,Indiranagar,Casual Dining,"Andhra, Biryani, Seafood",700,Delivery
Yes,No,3.8/5,31,Banaswadi,Food Court,"Desserts, Beverages",300,Delivery
Yes,No,3.6/5,22,Frazer Town,Delivery,Fast Food,350,Delivery
Yes,No,3.2/5,10,RT Nagar,"Quick Bites, Beverage Shop","Tea, Fast Food",200,Delivery
Yes,No,3.1/5,7,Brigade Road,Quick Bites,Fast Food,500,Delivery
Yes,No,3.6/5,44,Brigade Road,Kiosk,North Indian,300,Delivery
Yes,No,,0,Banaswadi,Confectionery,Desserts,200,Delivery
Yes,Yes,4.0/5,2112,Brigade Road,Club,"Chinese, Continental, North Indian, Burger, Pizza","2,000",Delivery
Yes,No,3.7/5,45,Commercial Street,Quick Bites,Biryani,250,Delivery
Yes,No,3.2/5,18,Brigade Road,Quick Bites,"Street Food, Rolls",300,Delivery
Yes,No,3.2/5,5,Indiranagar,Quick Bites,Chinese,150,Delivery
Yes,Yes,4.1/5,55,MG Road,Cafe,"Cafe, Healthy Food",800,Delivery
Yes,No,3.8/5,207,Cunningham Road,Casual Dining,"South Indian, North Indian, Chinese, Street Food",400,Delivery
Yes,Yes,4.3/5,860,Cunningham Road,"Casual Dining, Cafe","Continental, Cafe, Desserts, Salad, Momos","1,000",Delivery
Yes,No,4.0/5,781,Church Street,Casual Dining,Andhra,650,Delivery
Yes,No,3.9/5,224,Church Street,Casual Dining,"North Indian, Iranian",950,Delivery
Yes,No,3.9/5,49,Race Course Road,"Dessert Parlor, Beverage Shop","Beverages, Desserts",150,Delivery
Yes,No,4.0/5,80,Frazer Town,Dessert Parlor,"Desserts, Beverages",500,Delivery
Yes,No,,0,Frazer Town,Quick Bites,"Rolls, Street Food",200,Delivery
Yes,No,3.5/5,18,RT Nagar,Quick Bites,"North Indian, Chinese, Arabian, Rolls",550,Delivery
Yes,No,3.9/5,84,Indiranagar,Dessert Parlor,"Ice Cream, Ice Cream",300,Delivery
Yes,Yes,4.2/5,2273,St. Marks Road,"Casual Dining, Bar","European, North Indian, Mediterranean, Asian, Salad","1,400",Delivery
Yes,No,3.2/5,41,Indiranagar,Quick Bites,North Indian,300,Delivery
Yes,No,3.5/5,121,Brigade Road,Quick Bites,"Fast Food, South Indian, Biryani",300,Delivery
Yes,Yes,4.0/5,929,Brigade Road,Casual Dining,"Rajasthani, Gujarati",800,Delivery
Yes,No,3.5/5,7,Ulsoor,Quick Bites,"North Indian, Chinese",200,Delivery
Yes,No,,0,Kammanahalli,Sweet Shop,"Mithai, Street Food",100,Delivery
Yes,No,3.5/5,9,Banaswadi,"Takeaway, Delivery",South Indian,300,Delivery
Yes,Yes,4.1/5,765,Ulsoor,"Casual Dining, Bar","American, Mexican, Italian, Steak","1,200",Delivery
Yes,Yes,4.0/5,456,Cunningham Road,Casual Dining,"Chinese, Thai","1,000",Delivery
Yes,No,3.7/5,30,Frazer Town,Quick Bites,"South Indian, North Indian, Chinese",200,Delivery
Yes,No,4.0/5,113,MG Road,Casual Dining,"Italian, Bakery, Fast Food","1,000",Delivery
Yes,No,4.1/5,110,Indiranagar,"Quick Bites, Sweet Shop","Mithai, Street Food",150,Delivery
Yes,No,3.5/5,9,Kammanahalli,"Takeaway, Delivery","American, Burger, Momos, Bengali",400,Delivery
Yes,No,,0,Vasanth Nagar,Casual Dining,North Indian,600,Delivery
Yes,No,,0,Shivajinagar,Beverage Shop,"Beverages, Juices",100,Delivery
Yes,No,4.1/5,461,Church Street,Cafe,"Cafe, American, Italian, Pizza, Burger",700,Delivery
Yes,No,4.2/5,740,Cunningham Road,Cafe,"Cafe, Continental, Italian, Burger",750,Delivery
Yes,No,2.9/5,17,Church Street,Quick Bites,"North Indian, Biryani",600,Delivery
Yes,Yes,4.4/5,1842,Lavelle Road,Casual Dining,"Italian, Salad","1,500",Delivery
Yes,No,,0,Indiranagar,Delivery,"Tea, Beverages",200,Delivery
Yes,No,4.2/5,231,Lavelle Road,"Bakery, Dessert Parlor","Bakery, French, Desserts",300,Delivery
Yes,No,3.8/5,106,Residency Road,Quick Bites,"South Indian, Chinese",200,Delivery
Yes,No,3.7/5,23,Indiranagar,Quick Bites,"Street Food, North Indian",100,Delivery
Yes,No,3.1/5,18,Frazer Town,Quick Bites,Street Food,300,Delivery
Yes,No,,0,Frazer Town,Delivery,South Indian,500,Delivery
Yes,Yes,4.3/5,63,Brigade Road,Casual Dining,"Seafood, South Indian, Bar Food, Mangalorean, Konkan",700,Delivery
Yes,No,3.7/5,66,Ulsoor,Cafe,"Cafe, Mediterranean, Italian, Pizza, Continental",800,Delivery
Yes,No,3.4/5,6,Ulsoor,Bakery,"Bakery, Desserts",400,Delivery
Yes,No,3.5/5,8,Frazer Town,"Beverage Shop, Quick Bites","Beverages, Fast Food",400,Delivery
Yes,No,3.9/5,54,MG Road,Dessert Parlor,Desserts,600,Delivery
Yes,No,3.5/5,26,Indiranagar,Quick Bites,"North Indian, Chinese, South Indian, Seafood",250,Delivery
Yes,No,3.9/5,201,Church Street,Quick Bites,"Fast Food, North Indian, Rolls",250,Delivery
Yes,Yes,4.4/5,864,MG Road,Casual Dining,"Asian, Thai","1,800",Delivery
No,No,3.8/5,63,Frazer Town,Quick Bites,"Chinese, Momos",300,Delivery
Yes,No,3.8/5,111,Cunningham Road,Dessert Parlor,"Bakery, Fast Food",500,Delivery
Yes,No,3.7/5,73,Residency Road,Dessert Parlor,"Desserts, Beverages",350,Delivery
Yes,No,3.8/5,31,Ulsoor,Quick Bites,"South Indian, Beverages",200,Delivery
Yes,No,4.0/5,48,Brigade Road,Casual Dining,"Japanese, Sushi, Asian","1,500",Delivery
Yes,No,4.4/5,319,Church Street,Casual Dining,"North Indian, Mughlai",800,Delivery
Yes,No,4.2/5,121,Lavelle Road,"Casual Dining, Bar",North Eastern,"1,000",Delivery
Yes,No,,0,Ulsoor,Delivery,Biryani,400,Delivery
Yes,No,3.8/5,55,Indiranagar,Dessert Parlor,Desserts,300,Delivery
Yes,No,3.9/5,51,Indiranagar,Quick Bites,"Tea, Beverages, Fast Food",200,Delivery
Yes,No,3.9/5,134,Vasanth Nagar,Casual Dining,"Seafood, North Indian, Chinese",550,Delivery
Yes,No,,0,Banaswadi,Quick Bites,"North Indian, South Indian, Chinese, Fast Food",200,Delivery
Yes,No,3.3/5,4,Vasanth Nagar,Takeaway,"Fast Food, Street Food",100,Delivery
Yes,No,2.8/5,56,Vasanth Nagar,Quick Bites,"South Indian, Street Food, Chinese, Fast Food",400,Delivery
Yes,No,,0,New BEL Road,Quick Bites,"Burger, Fast Food",150,Delivery
Yes,No,4.2/5,392,Indiranagar,Cafe,"Cafe, Continental, Fast Food",500,Delivery
Yes,No,3.5/5,62,Church Street,Quick Bites,"Biryani, Kebab",400,Delivery
Yes,No,3.6/5,23,RT Nagar,Quick Bites,"Fast Food, Desserts, Beverages",400,Delivery
No,No,3.8/5,149,Cunningham Road,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250,Delivery
Yes,Yes,4.0/5,933,Church Street,"Casual Dining, Bar","American, Continental, Steak, Salad","1,000",Delivery
Yes,No,3.5/5,75,Brigade Road,Quick Bites,"Chinese, Arabian, Fast Food",500,Delivery
Yes,Yes,4.2/5,854,Church Street,Casual Dining,"Seafood, Mangalorean, North Indian, Chinese","1,400",Delivery
Yes,No,4.0/5,868,Lavelle Road,Quick Bites,"South Indian, North Indian, Street Food",400,Delivery
Yes,No,3.9/5,205,Brigade Road,Casual Dining,"Pizza, Italian, Continental, Desserts",800,Delivery
Yes,No,4.4/5,223,MG Road,Quick Bites,"Burger, Continental, Italian, Beverages",700,Delivery
Yes,No,3.5/5,98,Indiranagar,Casual Dining,"North Indian, Chinese, Biryani",600,Delivery
Yes,No,4.1/5,183,Lavelle Road,Dessert Parlor,Desserts,550,Delivery
Yes,No,3.2/5,4,MG Road,Quick Bites,"North Indian, Chinese",450,Delivery
No,No,4.0/5,169,Frazer Town,Casual Dining,"Arabian, Chinese, Fast Food",600,Delivery
Yes,No,2.9/5,50,Brigade Road,Quick Bites,"South Indian, North Indian, Chinese",350,Delivery
Yes,No,4.1/5,1120,Brigade Road,Casual Dining,"American, Continental, Fast Food, Steak","1,500",Delivery
Yes,No,3.5/5,33,Ulsoor,Quick Bites,Street Food,200,Delivery
Yes,No,3.4/5,8,Ulsoor,Quick Bites,Chinese,300,Delivery
Yes,No,3.4/5,36,Brigade Road,Dessert Parlor,Bakery,150,Delivery
Yes,No,2.8/5,19,Cunningham Road,Beverage Shop,"Beverages, Juices",350,Delivery
Yes,No,3.7/5,30,Ulsoor,Quick Bites,"Chinese, North Indian, South Indian, Street Food",400,Delivery
Yes,Yes,4.3/5,3135,MG Road,Casual Dining,"North Indian, South Indian","1,500",Delivery
Yes,No,2.9/5,4,Kammanahalli,Quick Bites,"Chinese, Fast Food",100,Delivery
Yes,No,,0,Ulsoor,Delivery,"Tibetan, Chinese",300,Delivery
Yes,No,3.6/5,17,Banaswadi,Quick Bites,"South Indian, North Indian, Chinese",250,Delivery
Yes,No,3.2/5,9,Vasanth Nagar,"Sweet Shop, Quick Bites","Mithai, Street Food, North Indian",300,Delivery
No,No,3.7/5,58,Frazer Town,Quick Bites,"Chinese, North Indian, Arabian",500,Delivery
Yes,No,3.8/5,48,RT Nagar,Casual Dining,"North Indian, Chinese",750,Delivery
Yes,No,3.5/5,10,Frazer Town,"Takeaway, Delivery","Desserts, Beverages",300,Delivery
Yes,No,3.7/5,81,Frazer Town,Quick Bites,"South Indian, Fast Food",200,Delivery
Yes,No,3.6/5,91,Indiranagar,Casual Dining,"North Indian, Chinese, South Indian, Kerala",550,Delivery
Yes,No,4.4/5,68,Lavelle Road,Quick Bites,"Desserts, Ice Cream",300,Delivery
Yes,No,NEW,0,Kammanahalli,Beverage Shop,Juices,200,Delivery
No,Yes,4.0/5,608,Frazer Town,Casual Dining,"Continental, Steak","1,100",Delivery
Yes,No,,0,Banaswadi,Quick Bites,Fast Food,150,Delivery
Yes,Yes,4.4/5,218,St. Marks Road,Casual Dining,"Seafood, Konkan, Mangalorean",850,Delivery
No,No,3.7/5,19,Frazer Town,Quick Bites,"Biryani, Arabian",500,Delivery
Yes,No,3.8/5,37,Ulsoor,Casual Dining,"Beverages, Cafe, Desserts, Spanish, Bakery",400,Delivery
Yes,No,3.3/5,6,Ulsoor,Beverage Shop,"Juices, Beverages",150,Delivery
Yes,No,3.5/5,12,Frazer Town,Quick Bites,"Juices, Fast Food, Beverages",350,Delivery
Yes,No,3.9/5,43,Indiranagar,Quick Bites,South Indian,150,Delivery
Yes,No,,0,Frazer Town,Quick Bites,Fast Food,200,Delivery
No,No,3.9/5,221,Frazer Town,Casual Dining,"Chinese, Thai",850,Delivery
Yes,No,3.1/5,24,Frazer Town,Quick Bites,South Indian,150,Delivery
Yes,No,3.7/5,161,Cunningham Road,Casual Dining,"Chinese, Thai",700,Delivery
Yes,No,3.8/5,59,Commercial Street,Sweet Shop,"Fast Food, Mithai",300,Delivery
Yes,No,4.2/5,858,Ulsoor,Casual Dining,"Thai, Asian","1,800",Delivery
No,No,3.7/5,32,Commercial Street,Casual Dining,"North Indian, Fast Food, Street Food",800,Delivery
Yes,No,3.0/5,9,RT Nagar,Quick Bites,"North Indian, Mughlai",500,Delivery
Yes,No,3.7/5,21,Frazer Town,Cafe,Cafe,450,Delivery
Yes,Yes,3.8/5,91,Cunningham Road,Casual Dining,"North Indian, South Indian, Chinese, Continental","1,800",Delivery
No,No,3.6/5,196,Frazer Town,Casual Dining,North Indian,600,Delivery
Yes,Yes,4.1/5,297,Richmond Road,Casual Dining,"Goan, Seafood, Konkan, Desserts","1,000",Delivery
Yes,No,3.7/5,43,Ulsoor,Quick Bites,"Beverages, Fast Food",250,Delivery
Yes,No,3.4/5,7,Ulsoor,Quick Bites,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500,Delivery
Yes,No,3.7/5,279,Brigade Road,Casual Dining,"North Indian, Chinese, Seafood",800,Delivery
Yes,No,4.0/5,1207,Brigade Road,"Bar, Quick Bites","Continental, Chinese","2,000",Delivery
Yes,No,3.7/5,16,Banaswadi,Quick Bites,"Fast Food, Burger, North Indian, South Indian",200,Delivery
Yes,No,4.0/5,72,Kammanahalli,Casual Dining,"Mangalorean, Seafood",400,Delivery
No,No,3.4/5,5,Indiranagar,Dessert Parlor,Desserts,150,Delivery
Yes,No,4.0/5,35,Brigade Road,Beverage Shop,"Beverages, Desserts, Ice Cream",400,Delivery
Yes,No,4.2/5,34,Cunningham Road,Dessert Parlor,"Desserts, Fast Food",300,Delivery
Yes,No,3.4/5,50,Church Street,Casual Dining,"North Indian, Chinese, European",600,Delivery
Yes,Yes,3.7/5,59,Indiranagar,Casual Dining,Chinese,"1,500",Delivery
No,No,4.1/5,119,Frazer Town,Dessert Parlor,"Ice Cream, Desserts",150,Delivery
Yes,No,3.8/5,137,Indiranagar,"Casual Dining, Bar","North Indian, Chinese",750,Delivery
Yes,Yes,2.2/5,406,MG Road,Casual Dining,Mexican,"1,000",Delivery
No,No,4.0/5,580,Frazer Town,"Pub, Casual Dining","Continental, North Indian, Chinese","1,500",Delivery
Yes,No,3.2/5,23,Indiranagar,Quick Bites,Maharashtrian,200,Delivery
Yes,No,3.8/5,260,MG Road,Cafe,Cafe,700,Delivery
Yes,No,3.9/5,55,St. Marks Road,Quick Bites,"Biryani, Fast Food",400,Delivery
Yes,No,,0,Brigade Road,Food Court,"South Indian, Street Food",400,Delivery
Yes,No,3.5/5,20,Cunningham Road,Cafe,"Cafe, Burger",500,Delivery
Yes,No,,0,Ulsoor,Quick Bites,"American, Continental",600,Delivery
No,No,4.1/5,147,Frazer Town,"Quick Bites, Bakery","Cafe, Bakery",700,Delivery
Yes,No,,0,Residency Road,Delivery,"Italian, Continental, Chinese",600,Delivery
Yes,No,3.7/5,58,Indiranagar,Delivery,"Healthy Food, Sandwich",300,Delivery
Yes,No,4.2/5,1208,Indiranagar,Cafe,"Cafe, Healthy Food, Salad, Beverages",600,Delivery
Yes,No,3.7/5,19,Kammanahalli,"Sweet Shop, Quick Bites","Mithai, Street Food",200,Delivery
Yes,No,3.1/5,38,Frazer Town,Quick Bites,"Bengali, North Indian",300,Delivery
Yes,No,4.1/5,153,Vasanth Nagar,Cafe,"Cafe, Italian",300,Delivery
No,No,NEW,0,Frazer Town,Beverage Shop,"Beverages, Ice Cream",200,Delivery
Yes,No,4.1/5,125,MG Road,"Casual Dining, Cafe","Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",900,Delivery
No,No,3.9/5,49,Frazer Town,Quick Bites,"Fast Food, Momos",400,Delivery
Yes,No,3.3/5,5,Brigade Road,Quick Bites,"Beverages, Fast Food",400,Delivery
Yes,No,3.5/5,13,Kammanahalli,"Takeaway, Delivery","South Indian, Biryani",300,Delivery
Yes,No,4.0/5,134,Church Street,Quick Bites,"Fast Food, Beverages",450,Delivery
Yes,No,3.6/5,95,Infantry Road,"Cafe, Casual Dining","Cafe, Burger, Italian, Fast Food",650,Delivery
Yes,No,3.4/5,9,Shivajinagar,Cafe,Cafe,300,Delivery
Yes,No,3.2/5,4,Frazer Town,Casual Dining,"Continental, Mexican, Biryani, Italian, Chinese, Arabian, Steak",750,Delivery
Yes,No,,0,Brigade Road,Casual Dining,"Chinese, Tibetan",600,Delivery
No,No,3.8/5,56,Frazer Town,Kiosk,Chinese,500,Delivery
Yes,Yes,3.8/5,81,Ulsoor,Casual Dining,"Chinese, Thai",800,Delivery
Yes,No,3.9/5,462,Ulsoor,"Cafe, Casual Dining","Cafe, American, Continental, Steak",800,Delivery
Yes,Yes,4.3/5,226,MG Road,"Bar, Casual Dining",Asian,"2,000",Delivery
Yes,Yes,4.3/5,950,Church Street,Cafe,"Cafe, Continental, American, Burger",750,Delivery
No,No,4.0/5,334,Frazer Town,Casual Dining,"North Indian, Biryani",,Delivery
Yes,No,3.8/5,33,Indiranagar,Sweet Shop,Mithai,250,Delivery
Yes,Yes,4.3/5,3485,Lavelle Road,"Pub, Microbrewery","Continental, BBQ, Finger Food","1,700",Delivery
Yes,No,4.2/5,432,Ulsoor,"Cafe, Bakery","Cafe, Mediterranean, Bakery, Greek, Beverages",700,Delivery
Yes,No,,0,Brigade Road,Quick Bites,"Rolls, Chinese",250,Delivery
Yes,No,NEW,0,Kammanahalli,Quick Bites,South Indian,150,Delivery
Yes,Yes,4.0/5,378,Cunningham Road,Casual Dining,"North Indian, Chinese, Healthy Food",850,Delivery
Yes,No,3.2/5,23,Brigade Road,Casual Dining,"Seafood, Mangalorean, Chinese",700,Delivery
No,No,3.8/5,61,Frazer Town,"Casual Dining, Pub","Chinese, Finger Food, North Indian, Seafood","1,000",Delivery
Yes,No,3.6/5,22,Kammanahalli,,"Turkish, Fast Food",350,Delivery
Yes,No,3.8/5,28,Vasanth Nagar,Delivery,"Healthy Food, Beverages",650,Delivery
Yes,No,3.2/5,5,Shivajinagar,Quick Bites,South Indian,300,Delivery
No,No,,0,Frazer Town,Delivery,Chinese,600,Delivery
Yes,No,3.8/5,72,Brigade Road,Cafe,"Cafe, American, Italian, Burger",650,Delivery
Yes,No,2.1/5,254,Indiranagar,Delivery,"North Indian, Mughlai, Chinese",500,Delivery
Yes,No,3.4/5,122,Residency Road,Cafe,"Cafe, Beverages, Fast Food",600,Delivery
No,No,NEW,0,Frazer Town,Bakery,"Bakery, Desserts",350,Delivery
Yes,No,3.6/5,17,Frazer Town,Quick Bites,South Indian,200,Delivery
Yes,No,,0,Ulsoor,Quick Bites,South Indian,200,Delivery
No,No,2.7/5,52,Frazer Town,Casual Dining,"South Indian, North Indian, Fast Food",500,Delivery
Yes,No,3.9/5,65,Brigade Road,"Quick Bites, Bakery","Fast Food, Bakery",250,Delivery
Yes,No,3.8/5,66,Indiranagar,Quick Bites,"South Indian, Fast Food",200,Delivery
Yes,No,4.0/5,68,Church Street,Dessert Parlor,Desserts,250,Delivery
Yes,No,3.8/5,20,Brigade Road,Quick Bites,"Chinese, Continental, North Indian, Italian",200,Delivery
No,No,4.2/5,142,Frazer Town,Bakery,Bakery,500,Delivery
Yes,No,3.9/5,371,MG Road,"Sweet Shop, Quick Bites","Mithai, Street Food",200,Delivery
No,No,,0,Frazer Town,Casual Dining,Mangalorean,550,Delivery
No,No,,0,Frazer Town,Quick Bites,"Lucknowi, Kebab, Rolls",400,Delivery
No,No,,0,Frazer Town,Delivery,"Fast Food, Beverages, North Indian, South Indian",300,Delivery
No,No,,0,Frazer Town,Delivery,Desserts,200,Delivery
Yes,No,4.1/5,252,Frazer Town,"Bakery, Cafe","Bakery, Cafe",350,Delivery
No,No,,0,Frazer Town,"Takeaway, Delivery","Fast Food, Beverages",500,Delivery
No,No,,0,Frazer Town,"Takeaway, Delivery","North Indian, Biryani",400,Delivery
No,No,,0,Frazer Town,Delivery,"Ice Cream, Beverages, Fast Food",200,Delivery
No,No,,0,Frazer Town,"Takeaway, Delivery",Rolls,150,Delivery
No,No,,0,Frazer Town,"Takeaway, Delivery",Mughlai,250,Delivery
No,No,,0,Frazer Town,Delivery,Continental,700,Delivery
No,No,4.3/5,241,Frazer Town,Bakery,"Bakery, Desserts",100,Delivery
No,No,3.6/5,16,Frazer Town,Quick Bites,"Mughlai, Biryani, Rolls",500,Delivery
No,No,3.1/5,14,Frazer Town,Casual Dining,"North Indian, Chinese",600,Delivery
No,No,3.5/5,31,Frazer Town,Quick Bites,"Mughlai, North Indian, Street Food",350,Delivery
Yes,No,3.4/5,7,MG Road,"Takeaway, Delivery","Continental, Thai, North Indian","1,600",Delivery
Yes,Yes,3.8/5,298,Indiranagar,Casual Dining,"North Indian, Chinese, Continental","1,200",Delivery
Yes,No,3.3/5,6,Frazer Town,Quick Bites,"South Indian, Biryani",300,Delivery
No,No,3.2/5,53,Frazer Town,Quick Bites,Fast Food,400,Delivery
No,No,3.5/5,17,Frazer Town,Quick Bites,"Biryani, South Indian",350,Delivery
No,No,3.4/5,11,Frazer Town,Quick Bites,"Biryani, Kerala",400,Delivery
No,No,3.1/5,11,Frazer Town,Casual Dining,"South Indian, North Indian, Chinese",600,Delivery
Yes,No,3.5/5,13,Brigade Road,Casual Dining,"Continental, Mexican, Lebanese",600,Delivery
No,No,3.1/5,11,Frazer Town,Quick Bites,"Fast Food, Chinese",150,Delivery
No,No,,0,Frazer Town,Quick Bites,"Rolls, Biryani",150,Delivery
No,No,,0,Frazer Town,"Takeaway, Delivery",North Indian,800,Delivery
No,No,3.3/5,6,Frazer Town,Quick Bites,Biryani,300,Delivery
No,No,,0,Frazer Town,Quick Bites,"North Indian, Chinese, Rolls",400,Delivery
No,No,2.9/5,142,Frazer Town,Delivery,"North Indian, Chinese",500,Delivery
No,No,3.4/5,11,Frazer Town,Bakery,"Bakery, Desserts",400,Delivery
Yes,No,3.9/5,431,Frazer Town,Casual Dining,"Mughlai, Kebab, Chinese",550,Delivery
No,No,3.4/5,6,Frazer Town,"Takeaway, Delivery","Mughlai, Desserts",500,Delivery
No,No,3.5/5,6,Frazer Town,Dessert Parlor,Desserts,400,Delivery
No,No,3.3/5,41,Frazer Town,"Takeaway, Delivery",Biryani,600,Delivery
No,No,3.6/5,13,Frazer Town,"Takeaway, Delivery",Desserts,600,Delivery
No,No,3.8/5,41,Frazer Town,Bakery,Bakery,500,Delivery
No,No,,0,Frazer Town,Delivery,North Indian,450,Delivery
No,No,,0,Frazer Town,Delivery,Biryani,400,Delivery
No,No,3.7/5,22,Frazer Town,Delivery,"Bakery, Desserts",200,Delivery
Yes,No,3.4/5,5,Frazer Town,Casual Dining,South Indian,400,Delivery
Yes,No,3.8/5,35,Kammanahalli,Cafe,"Cafe, Continental",500,Delivery
Yes,No,3.3/5,6,Commercial Street,Cafe,Cafe,400,Delivery
Yes,No,4.3/5,783,Frazer Town,Quick Bites,North Indian,300,Delivery
Yes,No,3.8/5,362,Frazer Town,Cafe,"Cafe, Continental",700,Delivery
Yes,No,4.1/5,162,St. Marks Road,Quick Bites,"North Indian, Street Food",300,Delivery
Yes,No,4.2/5,93,Brigade Road,Quick Bites,"South Indian, Chinese",300,Delivery
Yes,No,4.2/5,1876,Indiranagar,Cafe,"Cafe, Continental",800,Delivery
No,No,3.2/5,7,Brigade Road,Cafe,Cafe,600,Delivery
Yes,No,3.5/5,13,Kammanahalli,Quick Bites,South Indian,250,Delivery
Yes,No,2.9/5,56,Cunningham Road,Quick Bites,"Fast Food, Rolls",150,Delivery
Yes,No,3.2/5,33,Brigade Road,Quick Bites,"Kerala, South Indian",200,Delivery
Yes,No,NEW,0,Ulsoor,"Takeaway, Delivery","Continental, North Indian, Fast Food",500,Delivery
Yes,No,3.5/5,6,MG Road,Confectionery,Desserts,"1,000",Delivery
Yes,No,3.8/5,24,Indiranagar,Takeaway,South Indian,200,Delivery
Yes,No,NEW,0,Banashankari,Quick Bites,"Sandwich, Beverages",200,Delivery
Yes,No,3.8/5,60,Kalyan Nagar,Delivery,"Fast Food, Burger",300,Delivery
No,No,3.8/5,263,Indiranagar,"Takeaway, Delivery","Chettinad, South Indian, Biryani",700,Delivery
No,No,2.5/5,90,Indiranagar,Quick Bites,Biryani,300,Delivery
Yes,No,,0,Frazer Town,Cafe,Cafe,400,Delivery
