_id,online_order,book_table,rate,votes,location,rest_type,cuisines,cost_for_2,type
65931bfed4b9eb96be5f4742,Yes,No,3.7 /5,34,Yeshwantpur,Casual Dining,"North Indian, Chinese",700,Delivery
65931bfed4b9eb96be5ec670,Yes,No,3.1/5,125,Whitefield,Casual Dining,"Chinese, North Indian, Biryani",550,Delivery
65931bfed4b9eb96be5ef218,No,No,4.0/5,74,Indiranagar,"Bakery, Dessert Parlor","Bakery, Desserts",400,Delivery
65931bfed4b9eb96be5edac7,No,No,3.4/5,5,Indiranagar,Dessert Parlor,Desserts,150,Delivery
65931bfed4b9eb96be5f68ef,Yes,No,3.5 /5,59,Shanti Nagar,Quick Bites,Fast Food,300,Dine-out
65931bfed4b9eb96be5ee009,Yes,Yes,4.0/5,960,Electronic City,Quick Bites,"North Indian, Chinese",500,Delivery
65931bfed4b9eb96be5f074a,Yes,No,3.1 /5,122,Bannerghatta Road,Quick Bites,"Chinese, Thai, Momos",500,Dine-out
65931bfed4b9eb96be5eda1a,Yes,No,3.8/5,33,Indiranagar,Sweet Shop,Mithai,250,Delivery
65931bfed4b9eb96be5ec12e,Yes,No,3.5/5,98,Indiranagar,Casual Dining,"North Indian, Chinese, Biryani",600,Delivery
65931bfed4b9eb96be5edc3e,Yes,No,4.1/5,125,MG Road,"Casual Dining, Cafe","Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",900,Desserts
65931bfed4b9eb96be5ec926,Yes,No,,0,Whitefield,Casual Dining,South Indian,400,Delivery
65931bfed4b9eb96be5f5962,Yes,No,3.7 /5,67,New BEL Road,Cafe,"Cafe, Tea",250,Dine-out
65931bfed4b9eb96be5f3e59,No,Yes,3.9 /5,599,Koramangala 5th Block,"Pub, Casual Dining","Continental, North Indian, Chinese","1,300",Drinks & nightlife
65931bfed4b9eb96be5eefed,No,Yes,4.7/5,3573,HSR,Bar,"Continental, Asian, North Indian","1,000",Pubs and bars
65931bfed4b9eb96be5eabd4,No,No,4.1/5,868,Banashankari,Pub,"Continental, Italian, Mexican, North Indian, Chinese, Steak","1,200",Delivery
65931bfed4b9eb96be5f5718,No,Yes,4.5 /5,5285,St. Marks Road,"Casual Dining, Bar","American, BBQ","2,500",Pubs and bars
65931bfed4b9eb96be5f1134,No,No,3.6 /5,21,Kammanahalli,Casual Dining,"Street Food, North Indian, Continental, Beverages",700,Dine-out
65931bfed4b9eb96be5eed85,Yes,No,NEW,0,HSR,Dessert Parlor,"Desserts, Beverages",300,Desserts
65931bfed4b9eb96be5f21ca,Yes,No,3.7 /5,61,BTM,Quick Bites,"Fast Food, Burger, Italian, Beverages",350,Delivery
65931bfed4b9eb96be5eed6f,Yes,No,3.9/5,46,HSR,"Quick Bites, Dessert Parlor","Continental, Beverages, Burger, Coffee, Desserts",300,Desserts
65931bfed4b9eb96be5ed0d6,No,No,,0,BTM,Quick Bites,"North Indian, Fast Food, Burger",500,Delivery
65931bfed4b9eb96be5ee07d,Yes,No,3.0/5,13,Electronic City,Quick Bites,"Sandwich, Fast Food, Salad, Bakery, Juices",300,Delivery
65931bfed4b9eb96be5ebd9a,Yes,No,2.9/5,32,Bellandur,Casual Dining,"North Indian, Mughlai, Biryani, Chinese",550,Dine-out
65931bfed4b9eb96be5edbdc,Yes,No,3.4/5,7,MG Road,"Takeaway, Delivery","Continental, Thai, North Indian","1,600",Delivery
65931bfed4b9eb96be5ed2f4,No,No,3.0/5,8,Koramangala 5th Block,Quick Bites,"Juices, Fast Food",150,Delivery
65931bfed4b9eb96be5edec5,No,No,3.8/5,50,Race Course Road,Quick Bites,Street Food,150,Dine-out
65931bfed4b9eb96be5f566d,Yes,No,3.9 /5,54,Indiranagar,Quick Bites,"Tea, Beverages, Fast Food",200,Dine-out
65931bfed4b9eb96be5f518b,Yes,Yes,NEW,0,Indiranagar,Casual Dining,"Continental, Italian, North Indian, Chinese","1,000",Delivery
65931bfed4b9eb96be5ec6ce,No,No,3.7/5,28,Brookefield,Casual Dining,"North Indian, Chinese",600,Delivery
65931bfed4b9eb96be5f700f,No,No,,0,"Varthur Main Road, Whitefield",,North Indian,350,Delivery
65931bfed4b9eb96be5f330a,No,Yes,4.4 /5,1577,Koramangala 5th Block,"Microbrewery, Casual Dining","Modern Indian, European, Asian","2,000",Drinks & nightlife
65931bfed4b9eb96be5ec79e,No,No,4.1/5,122,Marathahalli,Quick Bites,North Indian,200,Delivery
65931bfed4b9eb96be5eb965,Yes,No,3.6/5,66,Banashankari,Quick Bites,South Indian,150,Dine-out
65931bfed4b9eb96be5ef2af,Yes,Yes,4.3/5,686,Indiranagar,Casual Dining,"Mangalorean, Seafood","1,000",Delivery
65931bfed4b9eb96be5f249a,No,No,3.7 /5,13,Koramangala 4th Block,Dessert Parlor,Desserts,400,Desserts
65931bfed4b9eb96be5ed5a8,No,No,3.2/5,7,BTM,Quick Bites,Biryani,200,Dine-out
65931bfed4b9eb96be5f53aa,Yes,Yes,4.2 /5,62,MG Road,Cafe,"Cafe, Healthy Food",800,Desserts
65931bfed4b9eb96be5ed866,Yes,Yes,4.0/5,1014,JP Nagar,"Pub, Bar","Finger Food, Chinese, Continental","1,300",Drinks & nightlife
65931bfed4b9eb96be5eed4d,Yes,Yes,4.0/5,942,Sarjapur Road,Pub,"Continental, Chinese, North Indian","1,300",Delivery
65931bfed4b9eb96be5ee466,Yes,No,3.8/5,303,Electronic City,Quick Bites,"Chinese, North Indian",300,Dine-out
65931bfed4b9eb96be5ec62e,Yes,No,3.7/5,10,"Varthur Main Road, Whitefield","Takeaway, Delivery","North Indian, Charcoal Chicken",400,Delivery
65931bfed4b9eb96be5ef7e7,Yes,No,4.4/5,827,Jayanagar,Dessert Parlor,"Ice Cream, Desserts",400,Delivery
65931bfed4b9eb96be5ed225,No,No,NEW,0,Koramangala 5th Block,Delivery,Chinese,300,Delivery
65931bfed4b9eb96be5ec522,Yes,Yes,3.8/5,91,Cunningham Road,Casual Dining,"North Indian, South Indian, Chinese, Continental","1,800",Dine-out
65931bfed4b9eb96be5ed847,No,Yes,4.0/5,165,BTM,Bar,Finger Food,"1,100",Drinks & nightlife
65931bfed4b9eb96be5ed5a4,No,No,,0,BTM,Quick Bites,North Indian,300,Dine-out
65931bfed4b9eb96be5ebf7d,Yes,No,3.8/5,260,MG Road,Cafe,Cafe,700,Cafes
65931bfed4b9eb96be5eb5db,Yes,No,NEW,0,Jayanagar,Bakery,"Bakery, Desserts",500,Delivery
65931bfed4b9eb96be5ee813,No,No,3.6/5,16,Frazer Town,Quick Bites,"Mughlai, Biryani, Rolls",500,Dine-out
65931bfed4b9eb96be5f44f8,No,No,,0,City Market,Casual Dining,"North Indian, Chinese",500,Dine-out
65931bfed4b9eb96be5f3c20,Yes,No,3.1 /5,8,Ejipura,Quick Bites,North Indian,300,Dine-out
65931bfed4b9eb96be5f698d,No,No,3.0 /5,33,Commercial Street,Quick Bites,"South Indian, Chinese, North Indian",400,Dine-out
65931bfed4b9eb96be5f327d,No,No,3.4 /5,4,BTM,Quick Bites,"Fast Food, Biryani",200,Dine-out
65931bfed4b9eb96be5eda1d,Yes,No,3.5/5,13,Shanti Nagar,Quick Bites,North Indian,300,Delivery
65931bfed4b9eb96be5f3b74,Yes,No,3.8 /5,149,Koramangala 5th Block,Casual Dining,"Biryani, Mughlai, Chinese",600,Dine-out
65931bfed4b9eb96be5eb019,Yes,No,4.2/5,169,JP Nagar,Cafe,"Cafe, Beverages, Desserts",600,Delivery
65931bfed4b9eb96be5f0425,No,No,3.2/5,4,JP Nagar,Quick Bites,Kerala,200,Delivery
65931bfed4b9eb96be5eece7,Yes,No,3.1/5,4,HSR,Takeaway,"Pizza, Fast Food",600,Delivery
65931bfed4b9eb96be5f0879,Yes,No,NEW,0,Jayanagar,Quick Bites,"Fast Food, Pizza, Desserts",300,Dine-out
65931bfed4b9eb96be5f41c8,No,No,4.4 /5,1912,Residency Road,Dessert Parlor,"Ice Cream, Desserts, Beverages",400,Desserts
65931bfed4b9eb96be5ec17b,Yes,No,3.3/5,6,Commercial Street,Cafe,Cafe,400,Delivery
65931bfed4b9eb96be5f5b1d,Yes,No,3.6 /5,108,CV Raman Nagar,Quick Bites,"Healthy Food, Sandwich, Salad",500,Delivery
65931bfed4b9eb96be5f31d9,No,No,3.6 /5,12,Koramangala 4th Block,Quick Bites,"Continental, North Indian, South Indian",650,Dine-out
65931bfed4b9eb96be5f4bd3,Yes,No,2.8 /5,20,Brookefield,Mess,"Andhra, Biryani, Chinese",400,Delivery
65931bfed4b9eb96be5f317b,Yes,No,2.8 /5,94,Ejipura,Quick Bites,"North Indian, Chinese",300,Dine-out
65931bfed4b9eb96be5f0bcc,Yes,No,3.4/5,10,Kammanahalli,"Takeaway, Delivery","Salad, Chinese",500,Desserts
65931bfed4b9eb96be5efbc8,No,Yes,4.1/5,468,JP Nagar,Casual Dining,"Konkan, Mangalorean, North Indian, Seafood",700,Delivery
65931bfed4b9eb96be5f09ae,Yes,No,3.9/5,224,Banaswadi,Casual Dining,"Chinese, Thai, Seafood",600,Delivery
65931bfed4b9eb96be5ef4e5,Yes,Yes,4.0/5,210,Indiranagar,Cafe,"Cafe, Italian, Pizza, Burger, Beverages",800,Dine-out
65931bfed4b9eb96be5eed57,Yes,Yes,4.0/5,150,Koramangala 2nd Block,Casual Dining,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese","1,100",Delivery
65931bfed4b9eb96be5f52cd,No,No,,0,Frazer Town,Quick Bites,North Indian,350,Delivery
65931bfed4b9eb96be5ef4ab,No,Yes,3.8/5,201,Indiranagar,"Casual Dining, Bar","North Indian, Chinese, Mangalorean","1,000",Dine-out
65931bfed4b9eb96be5f1ac1,Yes,Yes,4.1 /5,675,Koramangala 3rd Block,Casual Dining,"Chinese, Thai, Asian",900,Dine-out
65931bfed4b9eb96be5f0c7e,No,No,3.5/5,11,Kalyan Nagar,Quick Bites,"Tea, Coffee, Fast Food",400,Dine-out
65931bfed4b9eb96be5f67c3,Yes,No,4.3 /5,7584,Church Street,Lounge,"American, North Indian, Chinese, Finger Food, Momos","1,500",Dine-out
65931bfed4b9eb96be5ee43c,No,No,3.3/5,5,Electronic City,Quick Bites,"Biryani, Kebab",300,Dine-out
65931bfed4b9eb96be5f4f6f,Yes,No,3.3 /5,88,Marathahalli,Quick Bites,"Biryani, Chinese, North Indian",300,Dine-out
65931bfed4b9eb96be5f1b6d,No,No,3.4 /5,18,Koramangala 6th Block,Mess,Biryani,250,Dine-out
65931bfed4b9eb96be5efd79,No,No,4.0/5,321,JP Nagar,Dessert Parlor,"Desserts, Beverages",500,Desserts
65931bfed4b9eb96be5f32f3,No,No,3.8 /5,63,BTM,Cafe,Cafe,500,Dine-out
65931bfed4b9eb96be5eab9d,Yes,Yes,4.2/5,164,Banashankari,Cafe,"Cafe, Chinese, Continental, Italian",500,Cafes
65931bfed4b9eb96be5f519c,Yes,No,3.8 /5,111,Ulsoor,Quick Bites,Arabian,300,Delivery
65931bfed4b9eb96be5ee70b,No,No,3.8/5,29,Cunningham Road,Quick Bites,"South Indian, Biryani",400,Delivery
65931bfed4b9eb96be5f31b6,No,No,,0,Koramangala 1st Block,Quick Bites,Biryani,300,Dine-out
65931bfed4b9eb96be5edc77,No,No,4.4/5,2638,Church Street,Cafe,Cafe,600,Dine-out
65931bfed4b9eb96be5f558c,No,No,3.3 /5,4,Brigade Road,Casual Dining,"Fast Food, Biryani, Chinese","1,200",Dine-out
65931bfed4b9eb96be5f16b3,Yes,No,3.3/5,6,BTM,Quick Bites,"North Indian, BBQ",350,Delivery
65931bfed4b9eb96be5f6d36,Yes,No,3.1 /5,16,Sarjapur Road,Bakery,"Bakery, Desserts",500,Desserts
65931bfed4b9eb96be5f735c,No,No,3.7 /5,115,Whitefield,Casual Dining,"North Indian, Chinese",600,Dine-out
65931bfed4b9eb96be5eda35,No,No,4.0/5,47,Ulsoor,Cafe,"Cafe, Italian, Coffee",750,Delivery
65931bfed4b9eb96be5f334f,Yes,No,3.9 /5,457,Koramangala 6th Block,Casual Dining,Chinese,"1,000",Buffet
65931bfed4b9eb96be5f6654,No,No,3.1 /5,23,Shanti Nagar,Casual Dining,"South Indian, Chinese",450,Delivery
65931bfed4b9eb96be5f04b2,Yes,No,4.3/5,476,BTM,"Takeaway, Delivery",Pizza,600,Delivery
65931bfed4b9eb96be5f19b4,No,No,4.1/5,324,Koramangala 7th Block,Cafe,"Cafe, American, Italian, Beverages",700,Desserts
65931bfed4b9eb96be5eb12a,Yes,No,3.8/5,92,Bannerghatta Road,Food Court,"Continental, Chinese, Thai, Italian, BBQ, Steak","1,100",Delivery
65931bfed4b9eb96be5ef439,No,No,3.5 /5,11,Domlur,"Cafe, Dessert Parlor","Cafe, American, Italian, Continental",400,Desserts
65931bfed4b9eb96be5edcd9,Yes,Yes,4.3/5,500,Lavelle Road,"Casual Dining, Bar","Chinese, Momos","1,300",Dine-out
65931bfed4b9eb96be5eb4df,No,No,,0,JP Nagar,Quick Bites,South Indian,150,Dine-out
65931bfed4b9eb96be5f54ad,No,No,4.3 /5,1721,Church Street,Lounge,"Continental, Mediterranean, European","1,300",Dine-out
65931bfed4b9eb96be5eefab,No,No,,0,Koramangala 1st Block,Quick Bites,South Indian,200,Dine-out
65931bfed4b9eb96be5f2a50,Yes,No,4.0 /5,195,Koramangala 6th Block,Delivery,"Thai, Chinese",500,Delivery
65931bfed4b9eb96be5eb7ff,Yes,No,3.9/5,56,Basavanagudi,Dessert Parlor,"Desserts, Beverages",400,Desserts
65931bfed4b9eb96be5edcd3,No,Yes,4.2/5,240,Brigade Road,Pub,"American, North Indian, Chinese","1,500",Dine-out
65931bfed4b9eb96be5f547a,No,No,3.6 /5,15,MG Road,Quick Bites,North Indian,350,Dine-out
65931bfed4b9eb96be5ef1bf,Yes,No,3.6/5,27,Indiranagar,Quick Bites,"Street Food, American",250,Delivery
65931bfed4b9eb96be5f55b3,No,No,3.6 /5,53,Richmond Road,"Bakery, Quick Bites","Bakery, Fast Food",300,Dine-out
65931bfed4b9eb96be5eb1ef,No,No,,0,Bannerghatta Road,Cafe,"Cafe, Healthy Food",400,Delivery
65931bfed4b9eb96be5eb8f0,No,No,3.4 /5,6,Basavanagudi,Quick Bites,"Burger, Fast Food, Italian",300,Dine-out
65931bfed4b9eb96be5f7121,No,No,3.5 /5,11,Whitefield,Casual Dining,"North Indian, Chinese, Continental",800,Delivery
65931bfed4b9eb96be5f33fd,Yes,No,3.9 /5,297,Koramangala 4th Block,"Takeaway, Delivery",North Indian,400,Delivery
65931bfed4b9eb96be5ebec0,No,No,,0,Sarjapur Road,Quick Bites,"North Indian, Chinese",500,Dine-out
65931bfed4b9eb96be5f2b69,Yes,No,3.1 /5,8,HSR,"Takeaway, Delivery","Rolls, Fast Food",300,Delivery
65931bfed4b9eb96be5f4ba6,Yes,No,4.1 /5,50,Marathahalli,Quick Bites,"Street Food, Mithai",200,Delivery
65931bfed4b9eb96be5f0aee,No,No,,0,Hennur,"Takeaway, Delivery",Bengali,200,Delivery
65931bfed4b9eb96be5eb442,Yes,No,3.3/5,7,Bannerghatta Road,Quick Bites,"Kerala, Chinese, South Indian",300,Dine-out
65931bfed4b9eb96be5eafd0,Yes,No,3.1/5,14,JP Nagar,"Takeaway, Delivery","Desserts, Ice Cream, Beverages",250,Delivery
65931bfed4b9eb96be5ed0c8,Yes,No,2.7/5,73,BTM,Casual Dining,"Chinese, North Indian",600,Delivery
65931bfed4b9eb96be5f5028,No,No,2.8 /5,55,Brookefield,Casual Dining,"North Indian, Chinese",600,Dine-out
65931bfed4b9eb96be5ebae4,Yes,No,3.6/5,18,Sarjapur Road,Dessert Parlor,Desserts,200,Delivery
65931bfed4b9eb96be5eed28,Yes,Yes,4.5/5,247,Koramangala 4th Block,Casual Dining,"Italian, Pizza, Salad","1,300",Delivery
65931bfed4b9eb96be5ecd81,Yes,No,4.0/5,186,Koramangala 7th Block,"Bakery, Dessert Parlor","Bakery, Fast Food",500,Delivery
65931bfed4b9eb96be5ef05c,No,No,3.7/5,69,Indiranagar,Cafe,"Cafe, Continental",700,Cafes
65931bfed4b9eb96be5f3537,Yes,No,,0,HSR,"Takeaway, Delivery",North Indian,350,Delivery
65931bfed4b9eb96be5f31f1,No,No,3.5 /5,6,Koramangala 5th Block,Quick Bites,"Chinese, North Indian",250,Dine-out
65931bfed4b9eb96be5f433b,No,No,3.9 /5,122,Brigade Road,Casual Dining,"Japanese, Chinese, Tibetan, Momos",500,Dine-out
65931bfed4b9eb96be5f37ee,No,No,3.7 /5,17,Koramangala 8th Block,Delivery,"Bengali, Street Food",300,Delivery
65931bfed4b9eb96be5ec953,Yes,No,4.1/5,31,Marathahalli,Quick Bites,"Fast Food, Beverages",300,Delivery
65931bfed4b9eb96be5f344d,Yes,No,3.9 /5,132,HSR,Casual Dining,"Biryani, North Indian, South Indian, Chinese",600,Delivery
65931bfed4b9eb96be5ef61c,Yes,No,3.5/5,5,Domlur,Quick Bites,"Chinese, North Indian",200,Dine-out
65931bfed4b9eb96be5f22bc,Yes,No,3.2 /5,47,Koramangala 7th Block,Quick Bites,"Chinese, Burger",300,Delivery
65931bfed4b9eb96be5f6c1e,Yes,No,3.8 /5,33,Bellandur,Quick Bites,"North Indian, Chinese, Biryani, South Indian",300,Delivery
65931bfed4b9eb96be5f46c7,Yes,No,3.0 /5,16,Yeshwantpur,"Food Court, Quick Bites","North Indian, Street Food",300,Delivery
65931bfed4b9eb96be5eaf53,Yes,No,2.6/5,171,BTM,Casual Dining,"Andhra, Chinese, Biryani",450,Delivery
65931bfed4b9eb96be5eb258,No,No,3.5/5,65,JP Nagar,Casual Dining,"North Indian, South Indian, Biryani",750,Delivery
65931bfed4b9eb96be5f3f14,No,No,3.8 /5,23,MG Road,"Beverage Shop, Quick Bites","Beverages, Cafe, Juices, Fast Food",350,Cafes
65931bfed4b9eb96be5f3c60,No,No,3.1 /5,21,Koramangala 5th Block,Quick Bites,"South Indian, North Indian, Chinese",200,Dine-out
65931bfed4b9eb96be5ef2b9,No,No,3.6/5,116,Indiranagar,Casual Dining,"Andhra, South Indian, North Indian",650,Delivery
65931bfed4b9eb96be5f0274,Yes,No,4.0/5,1781,Jayanagar,Quick Bites,"North Indian, South Indian, Fast Food, Juices",200,Delivery
65931bfed4b9eb96be5ef748,Yes,Yes,NEW,0,Jayanagar,Casual Dining,"Chinese, Continental, North Indian, South Indian, Beverages",700,Buffet
65931bfed4b9eb96be5ebb28,Yes,No,3.7/5,160,Sarjapur Road,Casual Dining,Kerala,500,Delivery
65931bfed4b9eb96be5efd1b,Yes,No,4.0/5,150,Jayanagar,Dessert Parlor,"Ice Cream, Desserts, Beverages, Sandwich",400,Desserts
65931bfed4b9eb96be5edec9,Yes,No,3.5/5,20,Cunningham Road,Cafe,"Cafe, Burger",500,Dine-out
65931bfed4b9eb96be5eb6f0,Yes,No,,0,Jalahalli,Delivery,North Indian,800,Delivery
65931bfed4b9eb96be5f13da,Yes,No,3.1/5,382,HSR,Quick Bites,"Salad, Fast Food",600,Delivery
65931bfed4b9eb96be5f02e4,Yes,No,4.5/5,4432,Jayanagar,Casual Dining,"Biryani, North Indian, Chinese",600,Delivery
65931bfed4b9eb96be5f3e53,No,Yes,4.1 /5,1244,Koramangala 5th Block,"Lounge, Casual Dining","Continental, American, North Indian, Chinese","1,500",Drinks & nightlife
65931bfed4b9eb96be5f6012,Yes,No,4.0 /5,152,Seshadripuram,Casual Dining,North Indian,600,Delivery
65931bfed4b9eb96be5f6656,No,No,3.8 /5,33,Cunningham Road,Quick Bites,"South Indian, Biryani",400,Delivery
65931bfed4b9eb96be5f1c2c,No,No,2.9 /5,11,Koramangala 6th Block,Quick Bites,"North Indian, Kebab, Mughlai",400,Dine-out
65931bfed4b9eb96be5ee0fb,Yes,No,3.2/5,14,Electronic City,"Bakery, Quick Bites","Bakery, Desserts",400,Delivery
65931bfed4b9eb96be5f40b7,Yes,Yes,3.8 /5,81,Ulsoor,Casual Dining,"Chinese, Thai",800,Delivery
65931bfed4b9eb96be5ecd09,Yes,No,3.7/5,31,Koramangala 7th Block,Cafe,"Cafe, Tea, North Indian",500,Delivery
65931bfed4b9eb96be5edf7e,No,Yes,3.9/5,681,Church Street,"Casual Dining, Bar","South Indian, Chettinad, Kerala, Seafood","1,200",Pubs and bars
65931bfed4b9eb96be5f750a,No,No,3.3 /5,4,Whitefield,Quick Bites,"Biryani, Chinese",400,Dine-out
65931bfed4b9eb96be5edb89,No,No,,0,Frazer Town,Delivery,Chinese,600,Delivery
65931bfed4b9eb96be5f4c7f,Yes,No,3.5 /5,180,Marathahalli,Casual Dining,"North Indian, Biryani, Mughlai, Kebab",800,Delivery
65931bfed4b9eb96be5f03f8,No,No,3.1/5,6,JP Nagar,Delivery,North Indian,350,Delivery
65931bfed4b9eb96be5f15a0,Yes,No,3.7/5,30,BTM,Delivery,"North Indian, Chinese, Continental",400,Delivery
65931bfed4b9eb96be5eb706,No,No,3.5/5,4,Basavanagudi,Quick Bites,South Indian,100,Delivery
65931bfed4b9eb96be5f0682,Yes,No,,0,JP Nagar,,Beverages,250,Dine-out
65931bfed4b9eb96be5eaf7e,Yes,No,2.9/5,345,BTM,"Takeaway, Delivery","North Indian, Biryani, Chinese, Momos",450,Delivery
65931bfed4b9eb96be5f5d17,No,No,,0,Indiranagar,"Takeaway, Delivery",Biryani,400,Delivery
65931bfed4b9eb96be5f53ce,No,No,4.0 /5,104,Ulsoor,Dessert Parlor,"Bakery, Desserts",400,Desserts
65931bfed4b9eb96be5f3f7f,Yes,No,4.4 /5,1106,Lavelle Road,"Bakery, Cafe","Bakery, Cafe, Italian, Desserts",600,Delivery
65931bfed4b9eb96be5ef8ed,Yes,No,,0,Koramangala 8th Block,Quick Bites,Biryani,200,Delivery
65931bfed4b9eb96be5f2fca,No,No,3.4 /5,7,Koramangala 6th Block,Casual Dining,"North Indian, South Indian, Chinese, Continental, Italian","1,000",Dine-out
65931bfed4b9eb96be5efd42,No,No,3.0/5,18,Jayanagar,"Sweet Shop, Quick Bites","Mithai, Street Food",200,Desserts
65931bfed4b9eb96be5ec1e9,Yes,No,NEW,0,Vijay Nagar,Beverage Shop,"Beverages, Desserts",300,Delivery
65931bfed4b9eb96be5f5b4d,Yes,No,,0,Thippasandra,Quick Bites,"American, Continental",200,Delivery
65931bfed4b9eb96be5f69a6,No,No,2.9 /5,18,Shivajinagar,Quick Bites,"North Indian, Chinese, South Indian",400,Dine-out
65931bfed4b9eb96be5f597c,Yes,No,4.0 /5,50,New BEL Road,Quick Bites,"North Indian, Chinese, Mughlai, Hyderabadi",400,Dine-out
65931bfed4b9eb96be5ec408,No,Yes,3.8/5,25,Ulsoor,Cafe,"Cafe, North Indian, Fast Food","2,200",Dine-out
65931bfed4b9eb96be5f47fb,Yes,No,3.7 /5,4,Malleshwaram,"Takeaway, Delivery",Bakery,200,Desserts
65931bfed4b9eb96be5ef22e,Yes,No,4.1/5,720,Koramangala 6th Block,Delivery,"Pizza, Italian, Beverages",700,Delivery
65931bfed4b9eb96be5f5ba2,Yes,No,3.0 /5,7,CV Raman Nagar,Quick Bites,"Pizza, Fast Food",400,Delivery
65931bfed4b9eb96be5f740d,Yes,No,3.8 /5,210,Whitefield,Quick Bites,"Kerala, Chinese, North Indian",350,Dine-out
65931bfed4b9eb96be5edb42,Yes,No,3.6/5,82,Shanti Nagar,Casual Dining,"North Indian, Chinese",500,Delivery
65931bfed4b9eb96be5efb4b,No,No,3.5/5,9,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese, Kebab",500,Delivery
65931bfed4b9eb96be5ebce9,No,No,3.6/5,5,Bellandur,Quick Bites,"Fast Food, Tea",200,Delivery
65931bfed4b9eb96be5ec856,Yes,No,3.6/5,92,Brookefield,Quick Bites,"South Indian, North Indian, Chinese",350,Delivery
65931bfed4b9eb96be5f3531,Yes,No,3.9 /5,107,Koramangala 7th Block,Delivery,"Healthy Food, Beverages",600,Delivery
65931bfed4b9eb96be5f68ae,No,No,NEW,0,Shanti Nagar,Cafe,"American, Cafe, Chinese, Italian, Desserts",400,Dine-out
65931bfed4b9eb96be5f0383,Yes,No,3.9/5,202,Bannerghatta Road,Quick Bites,"North Indian, Chinese",250,Delivery
65931bfed4b9eb96be5f15e8,Yes,Yes,4.2/5,2714,Koramangala 3rd Block,Cafe,"Cafe, Continental, Italian","1,000",Delivery
65931bfed4b9eb96be5eb0b3,Yes,No,3.9/5,124,BTM,Quick Bites,"North Indian, Chinese",400,Delivery
65931bfed4b9eb96be5f1138,No,No,,0,Kammanahalli,Casual Dining,"Biryani, Chinese, Kebab",550,Dine-out
65931bfed4b9eb96be5eff3f,Yes,No,3.7 /5,171,JP Nagar,Quick Bites,"Fast Food, North Indian, South Indian",200,Dine-out
65931bfed4b9eb96be5ec5a2,No,No,3.9/5,43,Koramangala 5th Block,Beverage Shop,"Beverages, Juices, Fast Food",200,Pubs and bars
65931bfed4b9eb96be5f3a1e,No,No,4.1 /5,147,Koramangala 5th Block,Dessert Parlor,Ice Cream,200,Desserts
65931bfed4b9eb96be5eddbc,No,No,3.2/5,7,Brigade Road,Cafe,Cafe,600,Dine-out
65931bfed4b9eb96be5f4e54,No,No,3.4 /5,6,Marathahalli,Casual Dining,"North Indian, Bengali, Chinese, Beverages",500,Dine-out
65931bfed4b9eb96be5f414c,No,No,,0,MG Road,Quick Bites,"Street Food, Fast Food, North Indian",300,Delivery
65931bfed4b9eb96be5f2ef2,Yes,No,4.1 /5,366,Domlur,Casual Dining,"Burger, Desserts, Italian, Pizza, Salad",600,Delivery
65931bfed4b9eb96be5eb657,Yes,No,3.1/5,5,Kumaraswamy Layout,Casual Dining,"North Indian, Chinese, Biryani, Kebab",500,Delivery
65931bfed4b9eb96be5eea9b,No,No,3.4/5,7,HSR,Quick Bites,"North Indian, Chinese, Biryani",400,Delivery
65931bfed4b9eb96be5ee8ec,No,No,,0,Vasanth Nagar,Quick Bites,"Mediterranean, European, Healthy Food",500,Dine-out
65931bfed4b9eb96be5ec2c1,Yes,No,3.5/5,8,Frazer Town,Dessert Parlor,"Desserts, Ice Cream",200,Desserts
65931bfed4b9eb96be5ecf06,Yes,No,3.5/5,11,JP Nagar,Quick Bites,"South Indian, North Indian",200,Delivery
65931bfed4b9eb96be5eb395,Yes,No,4.0/5,398,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese",400,Dine-out
65931bfed4b9eb96be5ec0a4,Yes,No,4.0/5,1203,Brigade Road,"Bar, Quick Bites","Continental, Chinese","2,000",Delivery
65931bfed4b9eb96be5edad6,Yes,No,3.5/5,9,Commercial Street,Dessert Parlor,Desserts,100,Delivery
65931bfed4b9eb96be5f34a3,Yes,No,3.8 /5,19,Koramangala 7th Block,Casual Dining,"Pizza, Italian",400,Delivery
65931bfed4b9eb96be5f5b20,Yes,No,4.1 /5,112,Thippasandra,Quick Bites,"North Indian, Biryani, Fast Food",500,Delivery
65931bfed4b9eb96be5f1939,No,No,,0,BTM,Quick Bites,"Kerala, South Indian",300,Delivery
65931bfed4b9eb96be5f4c56,Yes,No,3.5 /5,57,Marathahalli,Quick Bites,"North Indian, Chinese",400,Delivery
65931bfed4b9eb96be5eff76,No,No,3.8 /5,191,Banashankari,Quick Bites,South Indian,300,Dine-out
65931bfed4b9eb96be5f0ba1,Yes,No,4.1/5,174,Kalyan Nagar,Dessert Parlor,"Ice Cream, Beverages, Fast Food",500,Desserts
65931bfed4b9eb96be5eb1f0,Yes,No,3.7/5,30,BTM,"Pub, Casual Dining","Finger Food, Continental, Chinese",900,Delivery
65931bfed4b9eb96be5f253e,No,No,3.7 /5,34,Koramangala 5th Block,Mess,"North Indian, Bengali",300,Dine-out
